ID,SMILES,MW,LogP,TPSA,QED,HBA,HBD,Rotatable,Rings,HeavyAtoms,FractionCSP3,Reward,Valid_SMILES
D0117,Cc1ccccc1C1Oc2c(cc3c(c2C)OCN(c2cc(N4CCC(CCC(=O)c5ccncc5F)CC4)cn(C)c2=O)C3)C1=O,636.724,6.08864000000001,93.97,0.22525393440993,9,0,7,7,47,0.351351351351351,0.975984454154968,True
D0118,O=C(CCC(=O)c1ccncc1F)CCC1CCN(NC(=O)N2CCC([n+]3ccccc3)CC2)CC1,496.607,3.4941,86.49,0.42430475407313,5,1,9,4,36,0.518518518518519,0.961185932159424,True
D0119,O=C(CCC(=O)c1ccncc1F)CCC1CCN(C(=O)NN2CCC([n+]3ccccc3)CC2)CC1,496.607,3.4941,86.49,0.42430475407313,5,1,9,4,36,0.518518518518519,0.961185932159424,True
D0120,O=C(CCC(=O)c1ccncc1F)CCC1CCN(C(=O)Nc2ccccc2C2CCN(c3ccncc3F)CC2)CC1,589.687,6.39510000000001,95.5,0.275332406833915,6,1,10,5,43,0.424242424242424,0.953539907932282,True
D0121,Cc1cc(F)cc(N2C[C@@H](C)N(N3CCC(CCC(=O)CCC(=O)c4ccncc4F)CC3)CC2=O)c1,512.601000000001,4.34472,73.82,0.465554751012633,6,0,9,4,37,0.5,0.983961701393127,True
D0122,Cc1cc(F)cc(N2C[C@@H](C)N(N3CCC(CCC(=O)CCC(=O)CCC(=O)c4ccncc4F)CC3)CC2=O)c1,568.665,4.69402,90.89,0.34318035446946,7,0,12,4,41,0.516129032258065,0.983961701393127,True
D0123,CN(C)C(=O)c1cn(N2CCC(CCC(=O)CCC(=O)c3ccncc3F)CC2)ccc1=O,456.518,2.4446,92.58,0.538434292632563,7,0,9,3,33,0.458333333333333,0.982984840869904,True
D0124,CN(C)C(=O)C1=C(N2CCC(CCC(=O)c3ccccc3)CC2)C(=O)N(N2CCC(CCC(=O)CCC(=O)c3ccncc3F)CC2)C1=O,673.786,4.2461,128.27,0.164340204739361,9,0,14,5,49,0.486486486486487,0.990019917488098,True
D0125,Cc1cc(F)cc(-c2ccccc2C(=O)ON2CCC(CCC(=O)CCC(=O)c3ccncc3F)CC2)c1,520.576000000001,6.13142000000001,76.57,0.299414825979103,6,0,10,4,38,0.333333333333333,0.9562948346138,True
D0126,O=C(CCC(=O)c1ccncc1F)CCC1CCN(N2C(=O)C(c3ccccc3)=C(c3ccc(F)cc3)C2=O)CC1,557.597,5.27880000000001,87.65,0.24911908621457,6,0,10,5,41,0.28125,0.982694685459137,True
D0127,Cc1cc(F)cc(NC(=O)CCCCCN2CCC(CCC(=O)CCC(=O)c3ccncc3F)CC2)c1,513.629,5.89152000000001,79.37,0.251665258552767,5,1,14,3,37,0.517241379310345,0.967079937458038,True
D0128,Cc1cc(F)cc(-n2nccc2N2CCC(CCC(=O)CCC(=O)c3ccncc3F)CC2)c1,466.532,5.08272000000001,68.09,0.411446182824383,6,0,9,4,34,0.384615384615385,0.970915615558624,True
D0129,O=C(CCC(=O)c1ccncc1F)CCC1CCN(c2cn(-[n+]3ccccc3)c(N3CCC(CCC(=O)CCC(=O)c4ccncc4F)CC3)cc2=O)CC1,753.871,5.97300000000001,126.42,0.0947099476217646,10,0,17,6,55,0.428571428571429,0.984461903572083,True
D0130,Cc1cc(F)cc(CCC(C)(C)N2CCC(CCC(=O)CCC(=O)CCC(=O)c3ccncc3F)CC2)c1,526.668,6.45312000000001,67.34,0.264634395769187,5,0,14,3,38,0.548387096774194,0.989759862422943,True
D0131,COn1cc(N2CCC(CCC(=O)CCC(=O)c3ccncc3F)CC2)c(=O)cc1N1CCC(CCC(=O)CCC(=O)c2ccncc2F)CC1,705.803,5.43250000000001,131.77,0.167585058610657,11,0,17,5,51,0.5,0.990860819816589,True
D0132,CC1CCN(C2=C(N3CCC(CCC(=O)CCC(=O)c4ccncc4F)CC3)C(=O)N(N3CCC(CCC(=O)CCC(=O)c4ccncc4F)CC3)C2=O)CC1,774.91,5.73070000000001,141.16,0.143801171504965,11,0,17,6,56,0.571428571428571,0.991570115089417,True
D0133,O=C(CCC(=O)c1ccncc1F)CCC1CCN(NC(=O)c2ccccc2C2CCN(CCC(=O)c3ccncc3F)CC2)CC1,645.751,5.57640000000001,112.57,0.226471868383985,8,1,14,5,47,0.444444444444444,0.95766019821167,True
D0134,O=C(CCC(=O)c1ccncc1F)CCC1CCN(NC(=O)N2CCCC(=O)C2)CC1,432.496,2.5344,99.68,0.633979590231272,6,1,8,3,31,0.590909090909091,0.969358921051025,True
D0135,Cc1ccccc1-c1cc(=O)c(N2CCC(CCC(=O)CCC(=O)c3ccncc3F)CC2)cn1N1CCC(CCC(=O)CCC(=O)c2ccncc2F)CC1,765.902,7.48112000000001,122.54,0.100761211141592,10,0,17,6,56,0.431818181818182,0.966880977153778,True
D0136,Cc1cc(F)cc(-c2cn(C)nc2N2CCC(CCC(=O)CCC(=O)c3ccncc3F)CC2)c1,480.559,5.29752000000001,68.09,0.389076636969233,6,0,9,4,35,0.407407407407407,0.979489207267761,True
D0137,Cc1cc(F)cc(C(=O)N2CCC(CCC(=O)CCC(=O)c3ccncc3F)CC2)c1,428.479,4.53282,67.34,0.579499748106542,4,0,8,3,31,0.416666666666667,0.981992840766907,True
D0138,Cc1cc(F)cc(C(=O)N2CCC(CCC(=O)CCC(=O)CCC(=O)c3ccncc3F)CC2)c1,484.543,4.88212000000001,84.41,0.424533233691189,5,0,11,3,35,0.444444444444444,0.981992840766907,True
D0139,Cc1cc(F)cc(-c2cc(=O)c(N3CCC(CCC(=O)CCC(=O)c4ccncc4F)CC3)c[nH]2)c1,493.554,5.25232,83.13,0.411741989871194,5,1,9,4,36,0.357142857142857,0.984963953495026,True
D0140,O=C(CCC(=O)CCC1CCN(C(=O)c2ccccc2)CC1)CCC(=O)c1ccncc1F,452.526,4.4346,84.41,0.470943277713351,5,0,11,3,33,0.423076923076923,0.963665366172791,True
D0141,O=C(CCC(=O)c1ccncc1F)CCC1CCN(C(=O)c2ccccc2)CC1,396.462,4.0853,67.34,0.630642630100665,4,0,8,3,29,0.391304347826087,0.963665366172791,True
D0142,O=C(CCC(=O)c1ccncc1F)CCC1CCN(O[n+]2ccccc2)CC1,386.447,2.5762,63.38,0.489637011234925,5,0,9,3,28,0.428571428571429,0.978871881961823,True
D0143,Cc1c(-c2ccccc2-[n+]2ccccc2)ccc2c1OC(N1CCC(CCC(=O)CCC(=O)c3ccncc3F)CC1)C2=O,592.691,6.09842000000001,80.45,0.163636901321692,6,0,10,6,44,0.305555555555556,0.973080396652222,True
D0144,Cc1ccccc1CCN1CCC(CCC(=O)CCC(=O)CCC(=O)c2ccncc2F)CC1,466.597,5.14532000000001,67.34,0.382265861919142,5,0,13,3,34,0.5,0.973124086856842,True
D0145,Cc1ccccc1CCN1CCC(CCC(=O)CCC(=O)c2ccncc2F)CC1,410.533,4.79602000000001,50.27,0.528300787926683,4,0,10,3,30,0.48,0.973124086856842,True
D0146,Cc1ccc(-n2cc(N3CCC(CCC(=O)c4ccncc4F)CC3)c(=O)cc2N2CCC(CCC(=O)CCC(=O)c3ccncc3F)CC2)c(C)c1,723.865,7.63084000000001,105.47,0.122427093798865,9,0,14,6,53,0.428571428571429,0.990959882736206,True
D0147,Cc1ccc(-n2cc(N3CCC(CCC(=O)CCC(=O)c4ccncc4F)CC3)c(=O)cc2N2CCC(CCC(=O)CCC(=O)c3ccncc3F)CC2)c(C)c1,779.929,7.98014000000001,122.54,0.0982470376574691,10,0,17,6,57,0.444444444444444,0.990959882736206,True
D0148,Cc1ccccc1OCCN1CCC(CCC(=O)CCC(=O)CCC(=O)c2ccncc2F)CC1,482.596,4.98162000000001,76.57,0.353552343245058,6,0,14,3,35,0.5,0.980031847953796,True
D0149,O=C(CCC(=O)c1ccncc1F)CCC1CCN(C(=O)NN2CCC(CCC(=O)c3ccccc3)CC2)CC1,550.675,5.24460000000001,99.68,0.36281176101186,6,1,12,4,40,0.516129032258065,0.976213872432709,True
D0150,O=C(CCC(=O)c1ccncc1F)CCC1CCN(NC(=O)N2CCC(CCC(=O)c3ccccc3)CC2)CC1,550.675,5.24460000000001,99.68,0.36281176101186,6,1,12,4,40,0.516129032258065,0.976213872432709,True
D0151,Cc1cc(F)cc(C2Oc3c(cc4c(c3C)OCN(c3cc(N5CCC(CCC(=O)c6ccncc6F)CC5)cn(C)c3=O)C4)C2=O)c1,654.714,6.22774000000001,93.97,0.216827048804017,9,0,7,7,48,0.351351351351351,0.98112165927887,True
D0152,O=C(CCC(=O)c1ccncc1F)CCC1CCN(OC(=O)CC[n+]2ccccc2)CC1,442.511,3.0809,80.45,0.393061359248618,6,0,11,3,32,0.458333333333333,0.982384324073792,True
D0153,Cc1cc(F)cc(-c2ccc(C)cc2N2CCC(CCC(=O)CCC(=O)c3ccncc3F)CC2)c1,490.594,6.87244000000001,50.27,0.307152604267721,4,0,9,4,36,0.366666666666667,0.983467400074005,True
D0154,O=C(CCC(=O)c1ccncc1F)CCC1CCN(c2cc(-c3ccncc3F)ncn2)CC1,465.504,4.4406,88.94,0.431735981478001,7,0,9,4,34,0.36,0.983710289001465,True
D0155,Cc1cc(F)cc(-c2cc(N3CCC(CCC(=O)CCC(=O)c4ccncc4F)CC3)ncc2C)c1,491.582,6.26744000000001,63.16,0.330362666485432,5,0,9,4,36,0.379310344827586,0.970444202423096,True
D0156,CN(C)C(=O)C(=O)N1CCC(CCC(=O)CCC(=O)CCC(=O)c2ccncc2F)CC1,447.507,2.209,104.72,0.402300340828848,6,0,10,2,32,0.565217391304348,0.972888231277466,True
D0157,CN(C)C(=O)C(=O)N1CCC(CCC(=O)CCC(=O)c2ccncc2F)CC1,391.443,1.8597,87.65,0.52296488821533,5,0,7,2,28,0.55,0.972888231277466,True
D0158,Cc1ccccc1C1=C(N2CCC(CCC(=O)c3ccccc3)CC2)C(=O)N(N2CCC(CCC(=O)CCC(=O)c3ccncc3F)CC2)C1=O,692.832,6.62352000000001,107.96,0.137073797856037,8,0,14,6,51,0.414634146341463,0.972390294075012,True
D0159,O=C(CCC(=O)c1ccncc1F)CCC1CCN(NC(=O)c2ccccc2CCC(=O)N2CCC([n+]3ccccc3)CC2)CC1,628.769,4.67370000000001,103.56,0.218045515711545,6,1,13,5,46,0.444444444444444,0.97038346529007,True
D0160,Cc1cc(F)cc(-c2cc3c(cc2N2CCCCC2)C(=O)C(N2CCC(CCC(=O)CCC(=O)CCC(=O)c4ccncc4F)CC2)C3)c1,669.813,7.50662000000001,87.65,0.174233819880543,7,0,13,6,49,0.475,0.963680863380432,True
D0161,Cc1ccccc1S(=O)(=O)N1CCC(CCC(=O)CCC(=O)c2ccncc2F)CC1,446.544,3.94222,84.41,0.544890632957478,5,0,9,3,31,0.434782608695652,0.983838438987732,True
D0162,CN(C)C(=O)c1ccccc1C(=O)ON1CCC(CCC(=O)CCC(=O)c2ccncc2F)CC1,483.54,3.7187,96.88,0.47530790196005,7,0,10,3,35,0.423076923076923,0.983337819576263,True
D0163,O=C(CCC(=O)c1ccncc1F)CCc1ccccc1NC(=O)N1CCC(CCC(=O)CCC(=O)c2ccncc2F)CC1,618.681,6.17590000000001,126.4,0.201768654027135,7,1,15,4,45,0.382352941176471,0.969354510307312,True
D0164,O=C(CCC(=O)CCc1ccccc1NC(=O)N1CCC(CCC(=O)CCC(=O)c2ccncc2F)CC1)CCC(=O)c1ccncc1F,674.745,6.52520000000001,143.47,0.150221066176242,8,1,18,4,49,0.405405405405405,0.969354510307312,True
D0165,COc1cc2c(cc1OC)C(=O)C(N1CCC(CCC(=O)CCC(=O)CCC(=O)c3ccncc3F)CC1)C2,538.616,4.419,102.87,0.345546161557788,8,0,13,4,39,0.5,0.973369359970093,True
D0166,O=C(CCC(=O)c1ccncc1F)CCC1CCN(C2=C(c3ccc(F)cc3)C(=O)N(N3CCC(CCC(=O)CCC(=O)c4ccncc4F)CC3)C2=O)CC1,771.837,6.33760000000001,137.92,0.113004998407725,10,0,17,6,56,0.428571428571429,0.968493580818176,True
D0167,Cc1cc(F)cc(-c2cc(N3CCC(CCC(=O)CCC(=O)c4ccncc4F)CC3)ccc2C)c1,490.594,6.87244000000001,50.27,0.307152604267721,4,0,9,4,36,0.366666666666667,0.946125626564026,True
D0168,Cc1cc(F)cc(-c2ccc(N3CCC(CCC(=O)CCC(=O)c4ccncc4F)CC3)cc2C)c1,490.594,6.87244000000001,50.27,0.307152604267721,4,0,9,4,36,0.366666666666667,0.946125626564026,True
D0169,O=C(CCC(=O)c1ccncc1F)CCC1CCN(C2=C(c3ccccc3Br)C(=O)N(N3CCC(CCC(=O)CCC(=O)c4ccncc4F)CC3)C2=O)CC1,832.742999999999,6.96100000000001,137.92,0.103726344601607,10,0,17,6,56,0.428571428571429,0.959396362304688,True
D0170,O=C(CCC(=O)c1ccncc1F)CCC1CCN(NC(=O)c2ccccc2)CC1,411.477,3.5899,79.37,0.638169026124683,5,1,9,3,30,0.391304347826087,0.982418835163117,True
D0171,O=C(CCC(=O)CCC1CCN(NC(=O)c2ccccc2)CC1)CCC(=O)c1ccncc1F,467.541,3.9392,96.44,0.475196733027601,6,1,12,3,34,0.423076923076923,0.982418835163117,True
D0172,Cc1cc(F)cc(-c2ccc(N3CCC(CCC(=O)CCC(=O)c4ccncc4F)CC3)cc2)c1,476.567,6.56402000000001,50.27,0.328125638766653,4,0,9,4,35,0.344827586206897,0.96766585111618,True
D0173,Cc1cc(F)cc(-c2ccc(N3CCC(CCC(=O)CCC(=O)CCC(=O)c4ccncc4F)CC3)cc2)c1,532.631,6.91332000000001,67.34,0.23712808092749,5,0,12,4,39,0.375,0.96766585111618,True
D0174,O=C(CCC(=O)CCC1CCN(c2cc3ccc(-c4ccc(F)cc4)cc3[nH]c2=O)CC1)CCC(=O)c1ccncc1F,585.651,6.44640000000001,100.2,0.19201464858939,6,1,12,5,43,0.323529411764706,0.980743169784546,True
D0175,Cn1nc(-c2ccccc2CCC(=O)CC[n+]2ccccc2)n(N2CCC(CCC(=O)CCC(=O)c3ccncc3F)CC2)c1=O,627.741,4.0228,111.04,0.144645398849904,9,0,15,5,46,0.4,0.981401979923248,True
D0176,Cc1ccccc1NC(=O)N1CCC(CCC(=O)CCC(=O)c2ccncc2F)CC1,425.504,4.78542000000001,79.37,0.617186365166236,4,1,8,3,31,0.416666666666667,0.964031755924225,True
D0177,CN(C)C(=O)c1cc(N2CCC(CCC(=O)CCC(=O)c3ccncc3F)CC2)ncn1,441.507,2.9413,96.36,0.552114820354122,7,0,9,3,32,0.478260869565217,0.994042456150055,True
D0178,CN(C)C(=O)c1cc(N2CCC(CCC(=O)CCC(=O)CCC(=O)c3ccncc3F)CC2)ncn1,497.571,3.2906,113.43,0.410641473751411,8,0,12,3,36,0.5,0.994042456150055,True
D0179,Cc1cc(F)cc(C2=NN(N3CCC(CCC(=O)CCC(=O)CCC(=O)c4ccncc4F)CC3)C(=O)C2)c1,538.595,4.59332000000001,100.01,0.366597074036963,7,0,12,4,39,0.448275862068966,0.983752250671387,True
D0180,O=C(CCC(=O)c1ccncc1F)CCC1CCN(C(=O)Nc2ccccc2C2CCN(c3ccccc3)CC2)CC1,570.709,6.86100000000001,82.61,0.269380207424832,5,1,10,5,42,0.411764705882353,0.979720950126648,True
D0181,O=C(CCC(=O)c1ccncc1F)CCC1CCN(CCC(=O)NCc2ccccc2)CC1,453.558,3.9514,79.37,0.492466627769242,5,1,12,3,33,0.461538461538462,0.974630534648895,True
D0182,O=C(CCC(=O)c1ccncc1F)CCC1CCN(OC(=O)c2ccccc2-c2ccccc2)CC1,488.559,5.68390000000001,76.57,0.341685586489555,6,0,10,4,36,0.310344827586207,0.961326479911804,True
D0183,O=C(CCC(=O)CCC1CCN(C2Cc3cc(-c4ccncc4F)c(N4CCCCC4)cc3C2=O)CC1)CCC(=O)c1ccncc1F,656.774,6.59320000000001,100.54,0.190065674867977,8,0,13,6,48,0.473684210526316,0.986604869365692,True
D0184,Cc1cc(F)cc(C2=C(N3CCCCC3)C(=O)N(N3CCC(CCC(=O)CCC(=O)c4ccncc4F)CC3)C2=O)c1,578.66,4.87342000000001,90.89,0.293450735993638,7,0,10,5,42,0.46875,0.957173228263855,True
D0185,O=C(CCC(=O)c1ccncc1F)CCC1CCN(c2ccccc2-[n+]2ccccc2)CC1,446.546,4.72620000000001,54.15,0.352386238389299,4,0,9,4,33,0.333333333333333,0.96173107624054,True
D0186,O=C(CCC(=O)CCC1CCN(c2ccccc2-[n+]2ccccc2)CC1)CCC(=O)c1ccncc1F,502.61,5.07550000000001,71.22,0.255313103988156,5,0,12,4,37,0.366666666666667,0.96173107624054,True
D0187,O=C(CCC(=O)c1ccncc1F)CCC1CCN(NC(=O)c2ccccc2C2CCN(N3CCC(c4ccncc4F)CC3)CC2)CC1,672.821,6.09800000000001,98.74,0.230830393117161,8,1,12,6,49,0.5,0.949808716773987,True
D0188,Cc1cc(F)cc(NC(=O)CN2CCC(CCC(=O)CCC(=O)c3ccncc3F)CC2)c1,457.521,4.33112,79.37,0.537450734598897,5,1,10,3,33,0.44,0.987762451171875,True
D0189,Cc1cc(F)cc(NC(=O)CON2CCC(CCC(=O)CCC(=O)CCC(=O)c3ccncc3F)CC2)c1,529.584,4.61202000000001,105.67,0.356353454313732,7,1,14,3,38,0.464285714285714,0.98406708240509,True
D0190,Cc1cc(F)cc(NC(=O)CON2CCC(CCC(=O)CCC(=O)c3ccncc3F)CC2)c1,473.52,4.26272,88.6,0.490786453812051,6,1,11,3,34,0.44,0.98406708240509,True
D0191,O=C(CCC(=O)CCC1CCN(C2Cc3cc(-c4ccc(F)cc4)c(N4CCCCC4)cc3C2=O)CC1)CCC(=O)c1ccncc1F,655.786,7.19820000000001,87.65,0.18013107302312,7,0,13,6,48,0.461538461538462,0.982725858688355,True
D0192,O=C(CCC(=O)c1ccncc1F)CCC1CCN(Cc2ccc(F)cc2)CC1,400.469,4.5842,50.27,0.578172705521441,4,0,9,3,29,0.434782608695652,0.986063957214356,True
D0193,Cc1cc(F)cc(NC(=O)CCN2CCC(CCC(=O)CCC(=O)c3ccncc3F)CC2)c1,471.548,4.72122,79.37,0.479906622337989,5,1,11,3,34,0.461538461538462,0.978708684444428,True
D0194,O=C(CCC(=O)c1ccncc1F)CCC1CCN(c2cn(-c3ccc(F)cc3)c(N3CCC(CCC(=O)CCC(=O)c4ccncc4F)CC3)cc2=O)CC1,769.865,7.50240000000001,122.54,0.100543331081903,10,0,17,6,56,0.418604651162791,0.966788351535797,True
D0195,Cc1ccccc1-c1nc2c(c(=O)n(N3CCC(CCC(=O)CCC(=O)c4ccncc4F)CC3)c(=O)n2C)n1C,560.63,3.30362,112.09,0.288864424090423,10,0,9,5,41,0.4,0.977702260017395,True
D0196,Cc1ccccc1NC(=O)CN1CCC(CCC(=O)CCC(=O)c2ccncc2F)CC1,439.531,4.19202,79.37,0.561717220313061,5,1,10,3,32,0.44,0.977647304534912,True
D0197,O=C(CCC(=O)c1ccncc1F)CCC1CCN(C(=O)Nc2ccccc2CCC(=O)N2CCC(CCC(=O)c3ccncc3F)CC2)CC1,701.815,6.84540000000001,129.64,0.171779914121426,7,1,15,5,51,0.461538461538462,0.957825601100922,True
D0198,O=C(CCC(=O)c1ccncc1F)CCC1CCN(C(=O)Nc2ccccc2CCC(=O)N2CCC(c3ccncc3F)CC2)CC1,645.751,6.34990000000001,112.57,0.229908640864797,6,1,12,5,47,0.444444444444444,0.957825601100922,True
D0199,COc1cc2c(cc1SC)CC(N1CCC(CCC(=O)CCC(=O)CCC(=O)c3ccncc3F)CC1)C2=O,554.684,5.13230000000001,93.64,0.248486502153268,8,0,13,4,39,0.5,0.945591628551483,True
D0200,Cc1cc(F)cc(N2CCCN(N3CCC(CCC(=O)CCC(=O)c4ccncc4F)CC3)CC2)c1,498.618,4.81972000000001,56.75,0.462330317160705,6,0,9,4,36,0.535714285714286,0.978792369365692,True
D0201,Cc1cc(F)cc(N2CCCN(N3CCC(CCC(=O)CCC(=O)CCC(=O)c4ccncc4F)CC3)CC2)c1,554.682,5.16902000000001,73.82,0.335351938657213,7,0,12,4,40,0.548387096774194,0.978792369365692,True
D0202,Cc1cc(F)cc(-n2c(C)cc(C)c(N3CCC(CCC(=O)CCC(=O)c4ccncc4F)CC3)c2=O)c1,521.608000000001,5.66476000000001,72.27,0.339713556360788,6,0,9,4,38,0.4,0.976615071296692,True
D0203,Cc1cc(F)cc(N2CCc3cc(N4CCC(CCC(=O)CCC(=O)CCC(=O)c5ccncc5F)CC4)ccc32)c1,573.684,6.94052000000001,70.58,0.21872008564195,6,0,12,5,42,0.411764705882353,0.958933889865875,True
D0204,Cc1cc(F)cc(N2CCc3cc(N4CCC(CCC(=O)CCC(=O)c5ccncc5F)CC4)ccc32)c1,517.62,6.59122000000001,53.51,0.299808195970085,5,0,9,5,38,0.387096774193548,0.958933889865875,True
D0205,Cc1ccc(NC(=O)CN2CCC(CCC(=O)CCC(=O)c3ccncc3F)CC2)c(C)c1,453.558,4.50044,79.37,0.536025741847538,5,1,10,3,33,0.461538461538462,0.989711105823517,True
D0206,CN(C)C(=O)c1ccccc1-c1cc(N2CCC(CCC(=O)CCC(=O)c3ccncc3F)CC2)c(=O)n(C)c1,546.643,4.517,92.58,0.347478229235688,7,0,10,4,40,0.387096774193548,0.983526527881622,True
D0207,Cc1cc(F)cc(N2C[C@H](C)N(N3CCC(CCC(=O)CCC(=O)c4ccncc4F)CC3)[C@H](C)C2)c1,512.645,5.20662000000001,56.75,0.430365776463692,6,0,9,4,37,0.551724137931035,0.975956082344055,True
D0208,Cc1ccc(C2=C(N3CCC(CCC(=O)CCC(=O)c4ccncc4F)CC3)C(=O)N(N3CCC(CCC(=O)CCC(=O)c4ccncc4F)CC3)C2=O)c(C)c1,781.901,6.81534000000001,137.92,0.106062883546254,10,0,17,6,57,0.454545454545455,0.987331569194794,True
D0209,COc1ccc2nc(NC(=O)C3CCN(Cc4ccccc4)CC3)[nH]c(=O)c2c1,392.459,2.7824,87.32,0.697204817235817,5,2,5,4,29,0.318181818181818,0.820914328098297,True
D0210,O=C(CCC(=O)c1ccncc1F)CCC1CCN(C(=O)c2ccccc2CCC(=O)N2CCC(CCC(=O)c3ccncc3F)CC2)CC1,686.8,6.45370000000001,117.61,0.168692674533355,7,0,15,5,50,0.461538461538462,0.951056778430939,True
D0211,O=C(CCC(=O)c1ccncc1F)CCC1CCN(C(=O)CCc2ccccc2C(=O)N2CCC(CCC(=O)CCC(=O)c3ccncc3F)CC2)CC1,742.864,6.80300000000001,134.68,0.129986023071515,8,0,18,5,54,0.476190476190476,0.951056778430939,True
D0212,O=C(CCC(=O)c1ccncc1F)CCC1CCN(C(=O)c2ccccc2CCC(=O)N2CCC(c3ccncc3F)CC2)CC1,630.736,5.95820000000001,100.54,0.22919072174875,6,0,12,5,46,0.444444444444444,0.951056778430939,True
D0213,O=C(CCC(=O)c1ccncc1F)CCC1CCN(C(=O)c2ccccc2CCC(=O)N2CCC(CCC(=O)N3CCC(c4ccncc4F)CC3)CC2)CC1,769.934,6.97700000000001,120.85,0.153148176598671,7,0,15,6,56,0.522727272727273,0.951056778430939,True
D0214,CN(C)C(=O)c1ncc(N2CCC(CCC(=O)CCC(=O)c3ccncc3F)CC2)cn1,441.507,2.9413,96.36,0.552114820354122,7,0,9,3,32,0.478260869565217,0.984469890594482,True
D0215,O=C(CCC(=O)c1ccncc1F)CCC1CCN(C(=O)c2ccccc2C2CCN(N3CCC(CCC(=O)N4CCC(c5ccc(F)cc5F)CC4)CC3)CC2)CC1,814.006,8.35630000000001,94.13,0.151199650232505,7,0,14,7,59,0.553191489361702,0.973985731601715,True
D0216,Cc1ccc(-c2cc(=O)c(N3CCC(CCC(=O)CCC(=O)c4ccncc4F)CC3)c[nH]2)c(C)c1,489.591,5.42164000000001,83.13,0.405867543447623,5,1,9,4,36,0.379310344827586,0.990241706371307,True
D0217,O=C(CCC(=O)c1ccncc1F)CCC1CCN(C(=O)N[n+]2ccccc2)CC1,413.473,2.8961,83.25,0.532861096900129,4,1,8,3,30,0.409090909090909,0.979745328426361,True
D0218,Cc1cc(F)cc(C(=O)N(C)C)c1N1CCC(CCC(=O)CCC(=O)c2ccncc2F)CC1,471.548,4.59882,70.58,0.500191241862583,5,0,9,3,34,0.461538461538462,0.995200872421265,True
D0219,CN(C)C(=O)c1ccc2cc(N3CCC(CCC(=O)CCC(=O)CCC(=O)c4ccncc4F)CC3)sc(=O)c2c1,579.694,5.07550000000001,104.72,0.275850710169639,8,0,12,4,41,0.419354838709677,0.993708252906799,True
D0220,O=C(CCC(=O)c1ccncc1F)CCC1CCN(C2=C(c3ccccc3-[n+]3ccccc3)C(=O)NC2=O)CC1,541.603,3.5893,100.32,0.23930116115451,6,1,10,5,40,0.290322580645161,0.966654002666473,True
D0221,Cc1ccccc1C1=NN(N2CCC(CCC(=O)CCC(=O)CCC(=O)c3ccncc3F)CC2)C(=O)C1,520.605,4.45422,100.01,0.383435057636489,7,0,12,4,38,0.448275862068966,0.948455810546875,True
D0222,Cc1cc(F)cc(-c2ccc(C)nc2N2CCC(CCC(=O)CCC(=O)c3ccncc3F)CC2)c1,491.582,6.26744000000001,63.16,0.330362666485432,5,0,9,4,36,0.379310344827586,0.981767892837524,True
D0223,Cc1cc(F)cc(N2C(=O)c3ccc(N4CCC(CCC(=O)CCC(=O)c5ccncc5F)CC4)cc3C2=O)c1,545.586000000001,5.69762000000001,87.65,0.253368585445733,6,0,9,5,40,0.32258064516129,0.965066730976105,True
D0224,Cc1ccccc1NC(=O)CCN1CCC(CCC(=O)CCC(=O)c2ccncc2F)CC1,453.558,4.58212,79.37,0.503913611819332,5,1,11,3,33,0.461538461538462,0.968994200229645,True
D0225,O=C(CCC(=O)CCC1CCN(c2ccc3c(c2)CCN3N2CCCCC2)CC1)CCC(=O)c1ccncc1F,548.703000000001,5.56220000000001,73.82,0.321540402627312,7,0,12,5,40,0.5625,0.945575714111328,True
D0226,Cc1ccc(NC(=O)N2CCC(CCC(=O)CCC(=O)c3ccncc3F)CC2)c(C)c1,439.531,5.09384000000001,79.37,0.580971306601721,4,1,8,3,32,0.44,0.985392272472382,True
D0227,Cc1cc(F)cc(C2=C(N3CCC(CCC(=O)CCC(=O)c4ccncc4F)CC3)C(=O)N(N3CCC(CCC(=O)CCC(=O)c4ccncc4F)CC3)C2=O)c1,785.864,6.64602000000001,137.92,0.10814256218271,10,0,17,6,57,0.441860465116279,0.971314370632172,True
D0228,Cc1cc(F)cc(C2=C(N3CCC(CCC(=O)CCC(=O)c4ccncc4F)CC3)C(=O)N(N3CCC(CCC(=O)c4ccncc4F)CC3)C2=O)c1,729.8,6.29672000000001,120.85,0.1391874775913,9,0,14,6,53,0.425,0.971314370632172,True
D0229,Cc1cc(F)cc(C2=C(N3CCC(CCC(=O)c4ccncc4F)CC3)C(=O)N(N3CCC(CCC(=O)CCC(=O)c4ccncc4F)CC3)C2=O)c1,729.8,6.29672000000001,120.85,0.1391874775913,9,0,14,6,53,0.425,0.971314370632172,True
D0230,O=C(CCC(=O)ON1CCC(CCC(=O)CCC(=O)c2ccncc2F)CC1)CCC(=O)c1ccccc1C1CCN(CCC(=O)c2ccc(F)cc2F)CC1,775.865,7.44610000000001,131.02,0.106767991943451,10,0,20,5,56,0.465116279069767,0.988270163536072,True
D0231,CN(C)C(=O)c1cn(N2CCC(CCC(=O)CCC(=O)c3ccncc3F)CC2)c(N2CCC(CCC(=O)CCC(=O)c3ccncc3F)CC2)cc1=O,746.856,5.20750000000001,142.85,0.169141773925533,11,0,17,5,54,0.5,0.988061666488648,True
